# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.660631783306598663e-02 8.548795431852340698e-02 7.138060778379440308e-02 6.400000000000000000e+01 4.900000000000000000e+01 7.290000000000000000e+02 3.416641616821289062e+01 3.692183303833007812e+01 2.757536010742187500e+02 1.660631783306598663e-02 8.548795431852340698e-02 7.138060778379440308e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+03 5.172250270843505859e+00 2.947742223739624023e+00 3.300942420959472656e+00 3.316757202148437500e+01 2.423790516331791878e-03 1.476044654846191406e+00 3.303770446777343750e+01 6.707828998565673828e+00 1.057307529449462891e+01 5.172250270843505859e+00 2.947741985321044922e+00 3.300942420959472656e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+03 9.483428955078125000e+00 1.963188409805297852e+00 1.271650433540344238e+00 1.765218544006347656e+01 2.881147265434265137e-01 1.400433659553527832e+00 3.231229400634765625e+01 1.352495574951171875e+01 4.837372303009033203e+00 9.483428955078125000e+00 1.963188409805297852e+00 1.271650433540344238e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+03 9.385309219360351562e+00 1.925719380378723145e+00 9.931462407112121582e-01 1.430146503448486328e+01 3.357795774936676025e-01 1.303972721099853516e+00 3.216556930541992188e+01 1.607587242126464844e+01 3.326186895370483398e+00 9.385309219360351562e+00 1.925719499588012695e+00 9.931461811065673828e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+03 8.893539428710937500e+00 2.015397548675537109e+00 8.550408482551574707e-01 1.221497440338134766e+01 3.392534554004669189e-01 1.193249344825744629e+00 3.196704101562500000e+01 1.742898178100585938e+01 2.478712797164916992e+00 8.893539428710937500e+00 2.015397310256958008e+00 8.550408482551574707e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+03 8.411400794982910156e+00 2.127771377563476562e+00 6.396909356117248535e-01 1.026427745819091797e+01 3.331333398818969727e-01 1.095300436019897461e+00 3.162340164184570312e+01 1.838464546203613281e+01 1.964840412139892578e+00 8.411400794982910156e+00 2.127771139144897461e+00 6.396909356117248535e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000000e+03 7.903373718261718750e+00 2.299649238586425781e+00 4.804955720901489258e-01 8.227622985839843750e+00 3.298810720443725586e-01 9.898710846900939941e-01 3.111522293090820312e+01 1.924002838134765625e+01 1.696931719779968262e+00 7.903373718261718750e+00 2.299649715423583984e+00 4.804956316947937012e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.000000000000000000e+03 7.238799095153808594e+00 2.628821849822998047e+00 3.317588567733764648e-01 6.559201717376708984e+00 3.074598014354705811e-01 8.856137990951538086e-01 3.053524017333984375e+01 1.959960556030273438e+01 1.674982666969299316e+00 7.238799095153808594e+00 2.628821849822998047e+00 3.317588567733764648e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000000e+03 5.995200157165527344e+00 3.808152914047241211e+00 2.712097764015197754e-01 5.094033718109130859e+00 2.967164218425750732e-01 7.263026237487792969e-01 2.817420387268066406e+01 1.963724708557128906e+01 2.497368335723876953e+00 5.995200157165527344e+00 3.808152914047241211e+00 2.712097764015197754e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.000000000000000000e+03 8.215561509132385254e-01 1.677795290946960449e+00 4.707011580467224121e-01 1.588449001312255859e+00 2.742279767990112305e-01 5.683250725269317627e-02 5.458523273468017578e+00 5.237351417541503906e+00 1.085497379302978516e+01 8.215561509132385254e-01 1.677795171737670898e+00 4.707011878490447998e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+04 3.745576143264770508e-01 8.002996444702148438e-01 2.999961674213409424e-01 7.923977375030517578e-01 1.041497737169265747e-01 5.935345543548464775e-04 2.352305650711059570e+00 2.226544618606567383e+00 7.228481769561767578e+00 3.745575547218322754e-01 8.002995252609252930e-01 2.999961078166961670e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.100000000000000000e+04 1.958178579807281494e-01 4.282955229282379150e-01 1.889456510543823242e-01 4.119230508804321289e-01 3.555110096931457520e-02 1.453739870339632034e-02 1.351161837577819824e+00 1.343195796012878418e+00 4.582246780395507812e+00 1.958178430795669556e-01 4.282955229282379150e-01 1.889456659555435181e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.200000000000000000e+04 1.183517798781394958e-01 3.050725758075714111e-01 1.516474336385726929e-01 2.163142859935760498e-01 1.676541194319725037e-02 1.625784486532211304e-02 9.294853210449218750e-01 9.571393132209777832e-01 2.736391782760620117e+00 1.183517873287200928e-01 3.050725460052490234e-01 1.516474634408950806e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.300000000000000000e+04 9.544991701841354370e-02 2.145566344261169434e-01 1.337128430604934692e-01 1.215674504637718201e-01 1.211545523256063461e-02 1.115586701780557632e-02 6.727087497711181641e-01 7.105210423469543457e-01 1.534769296646118164e+00 9.544991701841354370e-02 2.145566046237945557e-01 1.337128132581710815e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.400000000000000000e+04 8.386664092540740967e-02 1.830298006534576416e-01 1.321717351675033569e-01 6.325567513704299927e-02 6.741335615515708923e-03 7.981672883033752441e-03 4.746333658695220947e-01 5.067210197448730469e-01 8.236536383628845215e-01 8.386664092540740967e-02 1.830297857522964478e-01 1.321717500686645508e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.500000000000000000e+04 7.130778580904006958e-02 1.576325148344039917e-01 1.368260234594345093e-01 3.052751161158084869e-02 3.388114506378769875e-03 4.593807738274335861e-03 3.247376978397369385e-01 3.493942022323608398e-01 4.954819381237030029e-01 7.130778580904006958e-02 1.576325148344039917e-01 1.368260234594345093e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.600000000000000000e+04 6.299866735935211182e-02 1.533788293600082397e-01 1.315561085939407349e-01 1.297846622765064240e-02 2.637226367369294167e-03 1.431279932148754597e-03 2.366891205310821533e-01 2.753222882747650146e-01 3.783507943153381348e-01 6.299865990877151489e-02 1.533788591623306274e-01 1.315561085939407349e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.700000000000000000e+04 6.058539450168609619e-02 1.606471091508865356e-01 1.416394263505935669e-01 5.355411209166049957e-03 1.838617608882486820e-03 8.571556827519088984e-05 1.840024143457412720e-01 2.295329123735427856e-01 3.159263134002685547e-01 6.058538705110549927e-02 1.606470644474029541e-01 1.416394561529159546e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.800000000000000000e+04 6.039217114448547363e-02 1.544285267591476440e-01 1.197036653757095337e-01 1.788058667443692684e-03 1.662858296185731888e-03 2.101296558976173401e-08 1.413904428482055664e-01 1.834394335746765137e-01 2.538918554782867432e-01 6.039217114448547363e-02 1.544285267591476440e-01 1.197036430239677429e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.900000000000000000e+04 4.922072589397430420e-02 1.574164777994155884e-01 9.162601083517074585e-02 7.761621964164078236e-04 1.150812371633946896e-03 9.592704009264707565e-05 9.824051707983016968e-02 1.276937723159790039e-01 1.851899027824401855e-01 4.922072961926460266e-02 1.574164777994155884e-01 9.162601828575134277e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+04 4.728286340832710266e-02 1.588445454835891724e-01 1.628771871328353882e-01 1.316228881478309631e-04 1.594356144778430462e-03 4.149565938860177994e-04 7.211145758628845215e-02 8.960226178169250488e-02 1.380031257867813110e-01 4.728285968303680420e-02 1.588445454835891724e-01 1.628772169351577759e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
