0 [0.01, 0.001, 1.1]
1000 [-0.0117026055, 0.0008926548, 1.0019815]
2000 [-0.12120819, 0.00015441555, 0.9073445]
3000 [-0.26546612, 0.0002069649, 0.81520665]
4000 [-0.41877434, 0.00011081612, 0.7250231]
5000 [-0.5646633, 8.0553844e-05, 0.6365555]
6000 [-0.7098915, 7.402739e-05, 0.54981744]
7000 [-0.8540219, 7.317669e-05, 0.46503606]
8000 [-0.99685824, 6.285919e-05, 0.38264838]
9000 [-1.1392549, 6.4765874e-05, 0.30334917]
10000 [-1.2821914, 6.490716e-05, 0.22820576]
11000 [-1.4269874, 5.542248e-05, 0.15887098]
12000 [-1.5762538, 5.09811e-05, 0.09792325]
13000 [-1.7344154, 5.145323e-05, 0.049207665]
14000 [-1.908624, 5.049829e-05, 0.017225804]
15000 [-2.110454, 6.371179e-05, 0.0031584708]
16000 [-2.3535922, 0.00036660556, 0.00018901985]
17000 [-2.3378882, 0.026786776, 2.2515342e-06]
18000 [-2.0698416, 0.08832737, 6.040584e-07]
19000 [-1.9421352, 0.082975686, 6.035505e-07]
20000 [-1.8317733, 0.078280315, 6.0354256e-07]
21000 [-1.7259759, 0.0737897, 6.0353193e-07]
22000 [-1.6220337, 0.06937332, 6.0351766e-07]
23000 [-1.5191915, 0.06499786, 6.0349976e-07]
24000 [-1.4172354, 0.060667936, 6.034783e-07]
25000 [-1.3161306, 0.05637469, 6.0345354e-07]
26000 [-1.2159091, 0.052126445, 6.0342603e-07]
27000 [-1.11662, 0.047943894, 6.033962e-07]
28000 [-1.0183274, 0.043778215, 6.033651e-07]
29000 [-0.9210702, 0.039667387, 6.0333343e-07]
30000 [-0.82477736, 0.03556265, 6.033024e-07]
31000 [-0.7295782, 0.031504016, 6.0327216e-07]
32000 [-0.63568646, 0.027486932, 6.0324305e-07]
33000 [-0.54340655, 0.023530066, 6.03216e-07]
34000 [-0.45319933, 0.0196551, 6.0319013e-07]
35000 [-0.37487677, 0.014273086, 6.0108e-07]
36000 [-0.37006012, 0.012303844, 6.03049e-07]
37000 [-0.36992437, 0.0154989865, 6.030489e-07]
38000 [-0.36969584, 0.015899718, 6.0305183e-07]
39000 [-0.36929825, 0.015863646, 6.0305535e-07]
40000 [-0.3686017, 0.015825227, 6.030593e-07]
41000 [-0.3542708, -0.00015772793, 1.1501626e-05]
42000 [-0.3542708, 0.0030617188, 6.047105e-07]
43000 [-0.3542708, 0.007442056, 6.0470757e-07]
44000 [-0.3542708, 0.011715773, 6.0470467e-07]
45000 [-0.35426483, 0.01452222, 6.047038e-07]
46000 [-0.35423502, 0.015475213, 6.04706e-07]
47000 [-0.35420123, 0.015582545, 6.0470984e-07]
48000 [-0.35413578, 0.015579612, 6.04714e-07]
49000 [-0.35402578, 0.015572963, 6.0471814e-07]
50000 [-0.3538366, 0.015563281, 6.047223e-07]
51000 [-0.35351157, 0.015547987, 6.0472644e-07]
52000 [-0.3529544, 0.015522717, 6.047305e-07]
53000 [-0.352001, 0.015478972, 6.047297e-07]
54000 [-0.35037372, 0.01540574, 6.0472826e-07]
55000 [-0.34760636, 0.015281365, 6.047221e-07]
56000 [-0.34292775, 0.015071561, 6.047088e-07]
57000 [-0.33629924, 0.014021837, 5.914112e-07]
58000 [-0.3351425, 0.015213513, 5.9092963e-07]
59000 [-0.33318344, 0.0151283555, 5.009483e-07]
60000 [-0.3165779, 0.009399397, 5.908661e-07]
61000 [-0.31647557, 0.013461403, 5.6840287e-07]
62000 [-0.31629774, 0.0149456775, 5.674523e-07]
63000 [-0.31599855, 0.015061038, 5.6738577e-07]
64000 [-0.315491, 0.015039204, 5.673644e-07]
65000 [-0.31462896, 0.014998135, 5.673571e-07]
66000 [-0.31282288, 0.0036962049, 3.413121e-07]
67000 [-0.30412084, 0.008244545, 5.6705113e-07]
68000 [-0.30404526, 0.012756093, 5.670385e-07]
69000 [-0.3039236, 0.014275228, 5.670367e-07]
70000 [-0.3037198, 0.014448843, 5.6704005e-07]
71000 [-0.30337438, 0.014436452, 5.670442e-07]
72000 [-0.3027897, 0.014408752, 5.670483e-07]
73000 [-0.30180058, 0.014360823, 5.670521e-07]
74000 [-0.30017546, 0.002448597, -1.4316515e-06]
75000 [-0.29652008, 0.005726578, 5.6656796e-07]
76000 [-0.29648188, 0.011830313, 5.665453e-07]
77000 [-0.29641703, 0.013830868, 5.66541e-07]
78000 [-0.29631087, 0.014058056, 5.665451e-07]
79000 [-0.29613003, 0.014054336, 5.665502e-07]
80000 [-0.29582545, 0.014039747, 5.6655523e-07]
81000 [-0.29531124, 0.014015242, 5.6656006e-07]
82000 [-0.29444405, 0.013973162, 5.665642e-07]
83000 [-0.29298452, 0.013902572, 5.6656603e-07]
84000 [-0.2905359, 0.013784416, 5.6656677e-07]
85000 [-0.28401893, -0.012945847, -4.4415724e-08]
86000 [-0.2824422, -0.073651865, -4.325055e-08]
87000 [-0.27989575, -0.1246192, -4.2168693e-08]
88000 [-0.27575505, -0.15940082, -4.124976e-08]
89000 [-0.26894933, -0.17416398, -4.0475012e-08]
90000 [-0.2576417, -0.17409727, -3.9526324e-08]
91000 [-0.23877473, -0.16834275, -3.7830592e-08]
